Seed,ElapsedTime(ms),Path Length,Min,15
658,15,295,,
659,24,474,,
660,29,513,,
661,26,474,,
662,28,513,,
663,24,474,,
664,30,513,,
665,23,474,,
666,46,513,,
667,22,374,,
668,15,483,,
669,19,374,,
670,15,483,,
671,22,374,,
672,17,483,,
673,19,374,,
674,22,378,,
675,18,295,,
676,22,378,,
677,15,295,,
678,23,378,,
679,15,295,,
680,24,378,,
681,15,295,,
682,23,474,,
683,30,513,,
684,24,474,,
685,32,513,,
686,23,474,,
687,29,513,,
688,23,474,,
689,16,483,,
690,21,374,,
691,16,483,,
692,19,374,,
693,16,483,,
694,22,374,,
695,16,483,,
696,15,295,,
697,22,378,,
698,16,295,,
699,26,378,,
700,15,295,,
701,22,378,,
702,15,295,,
703,22,378,,
704,30,513,,
705,41,474,,
706,31,513,,
707,24,474,,
708,30,513,,
709,23,474,,
710,31,513,,
711,20,374,,
712,16,483,,
713,19,374,,
714,18,483,,
715,18,374,,
716,16,483,,
717,20,374,,
718,19,483,,
719,15,295,,
720,22,378,,
721,17,295,,
722,22,378,,
723,17,295,,
724,25,378,,
725,15,295,,
726,23,474,,
727,32,513,,
728,27,474,,
729,29,513,,
730,23,474,,
731,29,513,,
732,25,474,,
733,32,513,,
734,18,374,,
735,16,483,,
736,19,374,,
737,20,483,,
738,18,374,,
739,16,483,,
740,21,374,,
741,26,378,,
742,25,295,,
743,29,378,,
744,15,295,,
745,22,378,,
746,16,295,,
747,23,378,,
748,33,513,,
749,23,474,,
750,28,513,,
751,24,474,,
752,35,513,,
753,23,474,,
754,29,513,,
755,24,474,,
756,16,483,,
757,21,374,,
758,16,483,,
759,18,374,,
760,16,483,,
761,22,374,,
762,16,483,,
763,15,295,,
764,22,378,,
765,15,295,,
766,25,378,,
767,16,295,,
768,24,378,,
769,15,295,,
770,22,378,,
771,32,513,,
772,25,474,,
773,29,513,,
774,23,474,,
775,29,513,,
776,42,474,,
777,31,513,,
778,19,374,,
779,16,483,,
780,20,374,,
781,18,483,,
782,19,374,,
783,16,483,,
784,19,374,,
785,18,483,,
786,17,295,,
787,23,378,,
788,16,295,,
789,22,378,,
790,18,295,,
791,23,378,,
792,16,295,,
793,23,474,,
794,29,513,,
795,26,474,,
796,30,513,,
797,24,474,,
798,30,513,,
799,26,474,,
800,30,513,,
801,19,374,,
802,15,483,,
803,19,374,,
804,18,483,,
805,19,374,,
806,16,483,,
807,19,374,,
808,25,378,,
809,15,295,,
810,22,378,,
811,16,295,,
812,22,378,,
813,16,295,,
814,24,378,,
815,30,513,,
816,25,474,,
817,29,513,,
818,28,474,,
819,45,513,,
820,23,474,,
821,29,513,,
822,23,474,,
823,18,483,,
824,20,374,,
825,16,483,,
826,19,374,,
827,16,483,,
828,22,374,,
829,15,483,,
830,16,295,,
831,22,378,,
832,15,295,,
833,25,378,,
834,15,295,,
835,22,378,,
836,16,295,,
837,22,378,,
838,31,513,,
839,23,474,,
840,30,513,,
841,24,474,,
842,32,513,,
843,23,474,,
844,30,513,,
845,19,374,,
846,16,483,,
847,21,374,,
848,15,483,,
849,19,374,,
850,17,483,,
851,24,374,,
852,30,483,,
853,15,295,,
854,22,378,,
855,16,295,,
856,22,378,,
857,15,295,,
858,24,378,,
859,15,295,,
860,23,474,,
861,30,513,,
862,26,474,,
863,31,513,,
864,23,474,,
865,31,513,,
866,24,474,,
867,18,483,,
868,19,374,,
869,15,483,,
870,20,374,,
871,19,483,,
872,19,374,,
873,16,483,,
874,19,374,,
875,26,378,,
876,15,295,,
877,22,378,,
878,15,295,,
879,22,378,,
880,15,295,,
881,25,378,,
882,29,513,,
883,23,474,,
884,28,513,,
885,28,474,,
886,30,513,,
887,23,474,,
888,29,513,,
889,28,474,,
890,33,483,,
891,19,374,,
892,15,483,,
893,19,374,,
894,19,483,,
895,19,374,,
896,16,483,,
897,15,295,,
898,22,378,,
899,15,295,,
900,26,378,,
901,15,295,,
902,22,378,,
903,15,295,,
904,22,378,,
905,32,513,,
906,23,474,,
907,29,513,,
908,23,474,,
909,33,513,,
910,23,474,,
911,29,513,,
912,21,374,,
913,16,483,,
914,22,374,,
915,16,483,,
916,19,374,,
917,16,483,,
918,22,374,,
919,23,378,,
920,16,295,,
921,22,378,,
922,15,295,,
923,26,378,,
924,23,295,,
925,30,378,,
926,15,295,,
927,23,474,,
928,29,513,,
929,27,474,,
930,29,513,,
931,23,474,,
932,29,513,,
933,23,474,,
934,22,483,,
935,20,374,,
936,15,483,,
937,18,374,,
938,18,483,,
939,19,374,,
940,16,483,,
941,19,374,,
942,26,378,,
943,15,295,,
944,21,378,,
945,16,295,,
946,22,378,,
947,16,295,,
948,25,378,,
949,28,513,,
950,25,474,,
951,31,513,,
952,26,474,,
953,30,513,,
954,25,474,,
955,29,513,,
956,27,474,,
957,33,483,,
958,20,374,,
959,16,483,,
960,19,374,,
961,19,483,,
962,22,374,,
963,19,483,,
964,19,295,,
965,30,378,,
966,20,295,,
967,32,378,,
968,16,295,,
969,22,378,,
970,16,295,,
971,24,474,,
972,33,513,,
973,24,474,,
974,30,513,,
975,23,474,,
976,32,513,,
977,24,474,,
978,29,513,,
979,19,374,,
980,15,483,,
981,22,374,,
982,16,483,,
983,19,374,,
984,16,483,,
985,21,374,,
986,22,378,,
987,16,295,,
988,22,378,,
989,15,295,,
990,25,378,,
991,24,295,,
992,31,378,,
993,15,295,,
994,23,474,,
995,29,513,,
996,26,474,,
997,29,513,,
998,26,474,,
999,30,513,,
