Seed,ElapsedTime(ms),Path Length,Min,4
787,49,513,,
788,16,513,,
789,27,513,,
790,11,513,,
791,26,513,,
792,39,513,,
793,35,513,,
794,21,513,,
795,15,513,,
796,26,513,,
797,27,513,,
798,20,513,,
799,28,513,,
800,11,513,,
801,32,513,,
802,32,513,,
803,33,513,,
804,54,513,,
805,47,513,,
806,26,513,,
807,22,513,,
808,38,513,,
809,18,513,,
810,44,513,,
811,34,513,,
812,14,513,,
813,28,513,,
814,48,513,,
815,35,513,,
816,29,513,,
817,21,513,,
818,41,513,,
819,9,513,,
820,13,513,,
821,26,513,,
822,34,513,,
823,55,513,,
824,22,513,,
825,28,513,,
826,24,513,,
827,35,513,,
828,21,513,,
829,42,513,,
830,54,513,,
831,48,513,,
832,36,513,,
833,47,513,,
834,41,513,,
835,30,513,,
836,38,513,,
837,36,513,,
838,29,513,,
839,25,513,,
840,21,513,,
841,22,513,,
842,11,513,,
843,23,513,,
844,32,513,,
845,30,513,,
846,35,513,,
847,38,513,,
848,27,513,,
849,19,513,,
850,37,513,,
851,18,513,,
852,34,513,,
853,27,513,,
854,20,513,,
855,13,513,,
856,13,513,,
857,36,513,,
858,20,513,,
859,25,513,,
860,25,513,,
861,18,513,,
862,24,513,,
863,30,513,,
864,44,513,,
865,10,513,,
866,46,513,,
867,24,513,,
868,41,513,,
869,20,513,,
870,18,513,,
871,24,513,,
872,29,513,,
873,21,513,,
874,22,513,,
875,41,513,,
876,25,513,,
877,29,513,,
878,42,513,,
879,24,513,,
880,33,513,,
881,27,513,,
882,14,513,,
883,53,513,,
884,21,513,,
885,30,513,,
886,41,513,,
887,33,513,,
888,8,513,,
889,20,513,,
890,43,513,,
891,56,513,,
892,37,513,,
893,31,513,,
894,42,513,,
895,27,513,,
896,51,513,,
897,14,513,,
898,12,513,,
899,30,513,,
900,31,513,,
901,7,513,,
902,24,513,,
903,11,513,,
904,15,513,,
905,38,513,,
906,15,513,,
907,12,513,,
908,48,513,,
909,34,513,,
910,15,513,,
911,34,513,,
912,44,513,,
