Seed,X Position,Y Position,ElapsedTime(ms)
1,18,8,36
1,-17,-10,30
1,-17,10,32
1,-10,-17,28
1,-10,17,38
1,10,-17,30
1,10,17,36
1,17,-10,32
1,17,10,36
1,-14,-14,44
1,-14,14,32
1,14,-14,33
1,14,14,37
1,-15,-13,28
1,-15,13,46
1,-13,-15,27
1,-13,15,34
1,13,-15,31
1,13,15,38
1,15,-13,46
1,15,13,36
1,-19,-6,29
1,-19,6,30
1,-6,-19,30
1,-6,19,47
1,6,-19,30
1,6,19,36
1,19,-6,34
1,19,6,35
1,-20,0,46
1,-16,-12,27
1,-16,12,33
1,-12,-16,28
1,-12,16,33
1,0,-20,96
1,12,-16,29
1,12,16,36
1,16,-12,33
1,16,12,44
1,-4,-19,78830
1,18,3,130915
1,15,10,190745
1,19,4,32179
1,19,-4,57164
1,-4,19,103675
1,-19,-4,173529
1,-19,4,175985
1,4,19,138357
