Seed,ElapsedTime(ms),Path Length,Min,5
818,26,513,,
819,15,513,,
820,25,513,,
821,25,513,,
822,21,513,,
823,9,513,,
824,9,513,,
825,21,513,,
826,15,513,,
827,21,513,,
828,20,513,,
829,44,513,,
830,19,513,,
831,24,513,,
832,27,513,,
833,13,474,,
834,13,513,,
835,21,513,,
836,11,513,,
837,24,513,,
838,19,513,,
839,27,513,,
840,5,513,,
841,21,513,,
842,12,513,,
843,30,513,,
844,21,513,,
845,15,513,,
846,13,513,,
847,24,513,,
848,41,513,,
849,35,513,,
850,25,513,,
851,16,513,,
852,18,513,,
853,39,513,,
854,25,508,,
855,10,513,,
856,7,513,,
857,13,513,,
858,14,513,,
859,11,513,,
860,29,513,,
861,12,513,,
862,26,513,,
863,17,513,,
864,23,513,,
865,18,513,,
866,16,513,,
867,21,513,,
868,20,513,,
869,26,481,,
870,15,513,,
871,16,513,,
872,16,513,,
873,19,513,,
874,26,513,,
875,22,513,,
876,25,513,,
877,20,513,,
878,13,513,,
879,9,493,,
880,43,513,,
881,27,513,,
882,22,513,,
883,15,513,,
884,9,513,,
885,14,513,,
886,17,513,,
887,14,513,,
888,23,513,,
889,10,513,,
890,19,513,,
891,23,513,,
892,24,513,,
893,13,513,,
894,17,513,,
895,17,513,,
896,23,497,,
897,19,513,,
898,27,513,,
899,31,513,,
900,20,513,,
901,33,513,,
902,13,513,,
903,19,513,,
904,26,513,,
905,22,513,,
906,22,513,,
907,15,513,,
908,25,513,,
909,6,513,,
910,32,513,,
911,8,513,,
912,19,513,,
913,29,513,,
914,22,513,,
915,11,513,,
916,27,513,,
917,23,475,,
918,18,513,,
919,17,513,,
920,19,513,,
921,10,513,,
922,23,513,,
923,14,513,,
924,16,513,,
925,18,513,,
926,24,513,,
927,17,513,,
928,15,513,,
929,36,513,,
930,13,513,,
931,25,513,,
932,11,513,,
933,17,513,,
934,20,454,,
935,22,513,,
936,28,513,,
937,17,513,,
938,17,512,,
939,26,513,,
940,25,513,,
941,11,513,,
942,23,513,,
943,22,513,,
944,19,498,,
945,9,513,,
946,21,513,,
947,8,513,,
948,7,513,,
949,21,513,,
950,24,513,,
951,17,513,,
952,19,513,,
953,6,513,,
954,22,513,,
955,11,513,,
956,20,513,,
957,17,513,,
958,21,513,,
959,17,513,,
960,11,513,,
961,37,513,,
962,16,513,,
963,31,513,,
964,20,513,,
965,23,513,,
966,13,513,,
967,17,513,,
968,17,513,,
969,16,487,,
970,20,513,,
971,14,513,,
972,11,513,,
973,26,513,,
974,21,513,,
975,21,513,,
976,17,513,,
977,26,513,,
978,18,513,,
979,23,513,,
980,19,513,,
981,11,513,,
982,22,513,,
983,18,513,,
984,13,513,,
985,12,513,,
986,23,513,,
987,18,513,,
988,20,513,,
989,16,513,,
990,10,513,,
991,21,513,,
992,25,513,,
993,35,513,,
994,21,513,,
995,7,513,,
996,25,513,,
997,13,513,,
998,27,513,,
999,6,513,,
